Date,ML_Prediction,Confidence,TA_Signal,Hybrid_Signal,Portfolio_Value,Daily_Return,Close
2022-09-14,-1,0.5259526314676636,1,1,95884.11682132506,0.0033870120853241037,3946.010009765625
2022-09-15,1,0.4748486288031055,1,1,94798.92539521924,-0.011317739184353415,3901.35009765625
2022-09-16,1,0.5182869559788786,1,1,94118.06680149515,-0.007182134089448455,3873.330078125
2022-09-19,1,0.6021374154782737,1,1,94763.44386477518,0.006857100716286535,3899.889892578125
2022-09-20,1,0.5639805474143662,1,1,93695.26055567038,-0.011272103097361819,3855.929931640625
2022-09-21,1,0.6857843588526367,1,1,92091.52622794542,-0.017116493600784377,3789.929931640625
2022-09-22,1,0.7313563993996545,1,1,91315.41743311622,-0.00842758097968932,3757.989990234375
2022-09-23,1,0.5748389852904676,1,1,89741.81363425354,-0.017232619015461026,3693.22998046875
2022-09-26,1,0.6921388865826135,1,1,88813.83605838977,-0.010340526208282186,3655.0400390625
2022-09-27,-1,0.512915712117022,1,1,88625.51876990692,-0.0021203598092424114,3647.2900390625
2022-09-28,1,0.474193912863694,1,1,90368.97237618368,0.019672139926234733,3719.0400390625
2022-09-29,-1,0.47435774737316494,1,1,88459.79789497722,-0.021126437880238713,3640.469970703125
2022-09-30,1,0.7358988520484624,1,1,87127.00103204246,-0.015066695771983385,3585.6201171875
2022-10-03,1,0.6428461768804605,0,0,89382.18717428885,0.025883894952576147,3678.429931640625
2022-10-04,1,0.428859852419728,0,0,92115.82523291094,0.030583700679551518,3790.929931640625
2022-10-05,1,0.6227211239031902,0,0,91929.94021787435,-0.00201794875708472,3783.280029296875
2022-10-06,1,0.6658036935509275,0,0,90988.11054811544,-0.010245080846640109,3744.52001953125
2022-10-07,1,0.7035643027369554,1,1,88440.11427718532,-0.028003617786773516,3639.659912109375
2022-10-10,-1,0.6403894506408055,1,1,87777.47993718537,-0.007492463633901991,3612.389892578125
2022-10-11,-1,0.4877239794610455,1,1,87205.24311614656,-0.006519175777754294,3588.840087890625
2022-10-12,1,0.6047919115673689,1,1,86918.27044373383,-0.0032907731480150693,3577.030029296875
2022-10-13,1,0.5504526266697687,0,0,89175.15917739259,0.02596564246086497,3669.909912109375
2022-10-14,1,0.4595551308093051,1,1,87065.03738290552,-0.02366266361565439,3583.070068359375
2022-10-17,1,0.6218180629637875,0,0,89370.52412649534,0.026480052302171098,3677.949951171875
2022-10-18,1,0.5067351901942048,0,0,90391.81201708147,0.011427569666488724,3719.97998046875
2022-10-19,1,0.6869252837431654,0,0,89788.70905277222,-0.006672097293450419,3695.159912109375
2022-10-20,1,0.7140633759622688,0,0,89074.8071344246,-0.007950909706564868,3665.780029296875
2022-10-21,1,0.6218688563076499,0,0,91188.09088439182,0.02372481982226482,3752.75
2022-10-24,1,0.6785586404745415,0,0,92271.58565145952,0.011881976654619875,3797.340087890625
2022-10-25,1,0.4593952704253069,0,0,93772.53566277023,0.016266654579669693,3859.110107421875
2022-10-26,1,0.5102517165336127,0,0,93079.77079390801,-0.007387716072364436,3830.60009765625
2022-10-27,1,0.5767565597393558,0,0,92513.60279173631,-0.006082610618211359,3807.300048828125
2022-10-28,1,0.5435420637897083,0,0,94791.87773459936,0.024626377895927698,3901.06005859375
2022-10-31,-1,0.45455037665292275,0,0,94085.26077184199,-0.00745440410765752,3871.97998046875
2022-11-01,1,0.6999829126385542,0,0,93699.39542052902,-0.004101230608784645,3856.10009765625
2022-11-02,1,0.5186605604736647,0,0,91356.72455508276,-0.02500198485734295,3759.68994140625
2022-11-03,1,0.6963348457453366,0,0,90389.62297097984,-0.010585992315429671,3719.889892578125
2022-11-04,1,0.7062641520865169,0,0,91620.61435925309,0.013618724670070526,3770.550048828125
2022-11-07,-1,0.5605684601103478,0,0,92501.45328925355,0.009613981920560066,3806.800048828125
2022-11-08,-1,0.46505821591841523,0,0,93019.2665088388,0.005597892802462701,3828.110107421875
2022-11-09,-1,0.3835846446739337,0,0,91086.52270470069,-0.02077788695478977,3748.570068359375
2022-11-10,-1,0.41602105712516413,0,0,96135.85712301263,0.05543448436034493,3956.3701171875
2022-11-11,0,0.5716466865685443,0,0,97024.22423594796,0.009240746788147902,3992.929931640625
2022-11-14,0,0.6096918099274573,0,0,96157.23739984265,-0.008935777048800997,3957.25
2022-11-15,1,0.3742863349873341,0,0,96995.06661646417,0.008713116550318922,3991.72998046875
2022-11-16,0,0.6235947983781173,0,0,96194.65881666944,-0.008252046497990273,3958.7900390625
2022-11-17,1,0.6171174270047208,0,0,95897.48246053095,-0.0030893228355314273,3946.56005859375
2022-11-18,-1,0.5093570518677363,0,0,96353.81848566851,0.00475858190881473,3965.340087890625
2022-11-21,-1,0.4625748618897699,0,0,95979.6102497748,-0.003883688698329668,3949.93994140625
2022-11-22,-1,0.41024845521386055,0,0,97283.0121982554,0.013579987927526016,4003.580078125
2022-11-23,-1,0.5445436318870488,0,0,97858.41097477435,0.0059146891478476515,4027.260009765625
2022-11-25,1,0.48393963089214787,1,1,97830.71271935833,-0.00028304419763325317,4026.1201171875
2022-11-28,-1,0.5034053096828391,1,1,96319.79631929222,-0.015444192913123267,3963.93994140625
2022-11-29,1,0.75692578847967,1,1,96166.4681741899,-0.0015918653377759995,3957.6298828125
2022-11-30,1,0.4887933300358177,1,1,99142.6157601523,0.030947872397389053,4080.110107421875
2022-12-01,-1,0.526841271541163,1,1,99056.59633339445,-0.0008676332180497237,4076.570068359375
2022-12-02,0,0.5003889862817386,1,1,98938.25733167268,-0.001194660488065602,4071.699951171875
2022-12-05,1,0.35250740579276607,1,1,97167.83515201377,-0.017894212283564803,3998.840087890625
2022-12-06,1,0.681197047275836,0,0,95768.6965477388,-0.014399194981406072,3941.260009765625
2022-12-07,1,0.5873263807873114,0,0,95590.33971563708,-0.0018623708845491027,3933.919921875
2022-12-08,-1,0.5699492488031189,0,0,96309.34940822184,0.00752178195750397,3963.510009765625
2022-12-09,1,0.541518619379219,1,1,95601.51630874134,-0.007349578247904498,3934.3798828125
2022-12-12,1,0.6026221961989926,0,0,96966.63867901427,0.014279296218109305,3990.56005859375
2022-12-13,1,0.5548208994025515,0,0,97673.492936742,0.0072896644387931975,4019.64990234375
2022-12-14,1,0.35249757126212955,0,0,97082.30217994515,-0.006052724634100337,3995.320068359375
2022-12-15,1,0.6201826348661468,1,1,94662.84859446257,-0.024921675023713896,3895.75
2022-12-16,1,0.6166977562391545,0,0,93608.51737925291,-0.011137750774080746,3852.360107421875
2022-12-19,1,0.6284610387397944,1,1,93608.51737925291,0.0,3817.659912109375
2022-12-20,-1,0.6467008070206408,1,1,93705.62108529682,0.0010373383615349674,3821.6201171875
2022-12-21,1,0.5316330505402065,1,1,95098.83567887441,0.014867993802734514,3878.43994140625
2022-12-22,-1,0.4938183018401304,1,1,93724.4958763181,-0.01445169956861636,3822.389892578125
2022-12-23,1,0.6630079006303873,1,1,94274.4808272507,0.005868102525282026,3844.820068359375
2022-12-27,-1,0.4678954152799294,1,1,93892.70480524529,-0.004049622110409601,3829.25
2022-12-28,-1,0.5070853507378772,1,1,92764.05455964933,-0.012020638322615462,3783.219970703125
2022-12-29,1,0.5837364650937107,0,0,94383.83848103347,0.01746133164481911,3849.280029296875
2022-12-30,1,0.5018572550266278,0,0,94144.03345295796,-0.0025407424823445934,3839.5
2023-01-03,-1,0.5026933021689075,0,0,93767.40564543978,-0.004000548879248611,3824.139892578125
2023-01-04,-1,0.531503944312469,0,0,94474.31535749901,0.007538970575044601,3852.969970703125
2023-01-05,-1,0.5722412476539718,0,0,93374.11199009311,-0.011645528874622113,3808.10009765625
2023-01-06,1,0.5342537560360748,0,0,95506.8496358771,0.02284078102943843,3895.080078125
2023-01-09,1,0.47411173944620133,0,0,95433.53546980103,-0.0007676325452632415,3892.090087890625
2023-01-10,1,0.448032069893489,0,0,96099.49293150293,0.006978233159062208,3919.25
2023-01-11,1,0.44880310462905576,-1,-1,97334.31612145463,0.012849424614881588,3969.610107421875
2023-01-12,-1,0.4076118696568423,-1,-1,97334.31612145463,0.0,3983.169921875
2023-01-13,1,0.38875198619740703,-1,-1,97334.31612145463,0.0,3999.090087890625
2023-01-17,0,0.4628025566442693,-1,-1,97334.31612145463,0.0,3990.969970703125
2023-01-18,-1,0.3807242085039677,0,0,97334.31612145463,0.0,3928.860107421875
2023-01-19,1,0.6757605254803571,0,0,97334.31612145463,0.0,3898.85009765625
2023-01-20,1,0.5692404582229165,-1,-1,97334.31612145463,0.0,3972.610107421875
2023-01-23,1,0.49285159059777994,-1,-1,97334.31612145463,0.0,4019.81005859375
2023-01-24,0,0.392685268975304,-1,-1,97334.31612145463,0.0,4016.949951171875
2023-01-25,0,0.5058939524737883,-1,-1,97334.31612145463,0.0,4016.219970703125
2023-01-26,0,0.4005871534493991,-1,-1,97334.31612145463,0.0,4060.429931640625
2023-01-27,0,0.5598819701415971,-1,-1,97334.31612145463,0.0,4070.56005859375
2023-01-30,0,0.38542711563749077,1,1,97334.31612145463,0.0,4017.77001953125
2023-01-31,1,0.6039565656387036,1,1,98759.53095302348,0.014642470285510134,4076.60009765625
2023-02-01,0,0.48185785516821134,1,1,99791.79558796967,0.010452303944590513,4119.2099609375
2023-02-02,0,0.43311013979137636,1,1,101258.67243803713,0.014699373244310143,4179.759765625
2023-02-03,0,0.5363496382339054,1,1,100210.17830582232,-0.010354610691310495,4136.47998046875
2023-02-06,1,0.535299702781501,1,1,99594.84141193284,-0.006140463017754505,4111.080078125
2023-02-07,1,0.3963193360560411,1,1,100876.87706351672,0.01287251059802652,4164.0
2023-02-08,0,0.4290049219665795,1,1,99759.08818275995,-0.011080724476164705,4117.85986328125
2023-02-09,-1,0.45378782636521037,1,1,98878.23576722947,-0.00882979617773516,4081.5
2023-02-10,-1,0.49170598931693493,0,0,99095.29937865745,0.0021952617756952897,4090.4599609375
2023-02-13,-1,0.4574302052283816,-1,-1,100229.80274894815,0.011448609342765925,4137.2900390625
2023-02-14,-1,0.45674470423650715,0,0,100229.80274894815,0.0,4136.1298828125
2023-02-15,-1,0.3734597016615622,0,0,100229.80274894815,0.0,4147.60009765625
2023-02-16,-1,0.35261228635610553,0,0,100229.80274894815,0.0,4090.409912109375
2023-02-17,1,0.5914178854689998,0,0,100229.80274894815,0.0,4079.090087890625
2023-02-21,1,0.5333753791808642,1,1,100229.80274894815,0.0,3997.340087890625
2023-02-22,1,0.6273691592316213,1,1,100072.08552683152,-0.001573556145886723,3991.050048828125
2023-02-23,1,0.5527602297324266,1,1,100605.41264316613,0.005329429416074394,4012.320068359375
2023-02-24,1,0.5028759298626125,1,1,99545.27792771294,-0.010537551485558128,3970.0400390625
2023-02-27,-1,0.5147188157261912,1,1,99851.18102142472,0.0030730045671671924,3982.239990234375
2023-02-28,-1,0.5075842164929157,1,1,99548.0326532972,-0.0030360018281855305,3970.14990234375
2023-03-01,-1,0.47030841651204613,1,1,99077.64183414396,-0.004725264845680144,3951.389892578125
2023-03-02,-1,0.6078833353278124,1,1,99828.86774419234,0.0075821940867943916,3981.35009765625
2023-03-03,-1,0.3851107230973605,0,0,101440.87806158072,0.01614773716074902,4045.639892578125
2023-03-06,-1,0.5645709745145416,0,0,101510.58486208694,0.0006871667698291617,4048.419921875
2023-03-07,-1,0.4875094567880328,0,0,99954.7403385551,-0.01532691911533779,3986.3701171875
2023-03-08,1,0.4348117846442835,0,0,100096.1557068254,0.0014147940136837178,3992.010009765625
2023-03-09,-1,0.4734373420544577,1,1,98248.44494683664,-0.01845935787384867,3918.320068359375
2023-03-10,1,0.5712538755799763,1,1,96825.99035770634,-0.014478138457051482,3861.590087890625
2023-03-13,-1,0.5558454125027485,1,1,96679.80625336908,-0.001509761003189336,3855.760009765625
2023-03-14,-1,0.6823400057389992,0,0,98272.76611293931,0.016476655480623936,3919.2900390625
2023-03-15,-1,0.7117075199492359,0,0,97586.73537505139,-0.00698088356543769,3891.929931640625
2023-03-16,-1,0.4774320785194871,0,0,99300.55422842105,0.01756200621716686,3960.280029296875
2023-03-17,1,0.5218237010546591,0,0,98206.31601023492,-0.011019457310067482,3916.639892578125
2023-03-20,1,0.7062877372390453,0,0,99082.15958410212,0.008918403718309875,3951.570068359375
2023-03-21,1,0.4699813021928213,0,0,100368.46339163421,0.012982193897784988,4002.8701171875
2023-03-22,1,0.480124410145073,0,0,98716.07491879321,-0.016463223775713742,3936.969970703125
2023-03-23,1,0.6424020691572541,0,0,99010.6958808344,0.0029845287333756243,3948.719970703125
2023-03-24,1,0.4604505740383017,0,0,99569.09712159805,0.005639807253104534,3970.989990234375
2023-03-27,1,0.453691678469332,0,0,99733.08287482194,0.0016469543057482383,3977.530029296875
2023-03-28,-1,0.45191264843189594,0,0,99576.11861103168,-0.0015738434957160985,3971.27001953125
2023-03-29,1,0.49043899279699255,0,0,100993.81058570743,0.014237268879836451,4027.81005859375
2023-03-30,1,0.44065923866725176,0,0,101571.01741979286,0.005715269388667954,4050.830078125
2023-03-31,0,0.5676131281364987,0,0,103037.35172667395,0.014436542471763625,4109.31005859375
2023-04-03,0,0.4455744411715222,0,0,103418.47107206043,0.0036988464765426166,4124.509765625
2023-04-04,0,0.46742980766973,0,0,102818.95708235503,-0.005796972083329965,4100.60009765625
2023-04-05,1,0.3585866774244967,-1,-1,102562.69414367135,-0.002492370531228194,4090.3798828125
2023-04-06,0,0.39406887626841514,-1,-1,102562.69414367135,0.0,4105.02001953125
2023-04-10,0,0.3381879657643303,-1,-1,102562.69414367135,0.0,4109.10986328125
2023-04-11,-1,0.3832971707445484,-1,-1,102562.69414367135,0.0,4108.93994140625
2023-04-12,1,0.37836034127561835,0,0,102562.69414367135,0.0,4091.949951171875
2023-04-13,1,0.4704171942967377,1,1,102562.69414367135,0.0,4146.22021484375
2023-04-14,1,0.40701891250661315,1,1,102350.45362511116,-0.0020693734728037816,4137.64013671875
2023-04-17,0,0.43399279262977564,1,1,102688.84028388547,0.00330615690296554,4151.31982421875
2023-04-18,0,0.4332065414587976,1,1,102776.66186426625,0.0008552202959737354,4154.8701171875
2023-04-19,1,0.5184004879605155,1,1,102768.00169742084,-8.426199769795417e-05,4154.52001953125
2023-04-20,1,0.3799556126092603,1,1,102156.27021873214,-0.00595254815297297,4129.7900390625
2023-04-21,1,0.499800321930266,1,1,102248.53662672674,0.0009031888869575067,4133.52001953125
2023-04-24,1,0.4344293460232992,1,1,102335.60935028129,0.0008515791660903549,4137.0400390625
2023-04-25,1,0.5073039274102079,0,0,100717.59547216138,-0.015810858882773227,4071.6298828125
2023-04-26,1,0.6833162869397807,1,1,100330.72033388786,-0.003841187197329954,4055.989990234375
2023-04-27,-1,0.4914871658447402,0,0,102293.8062297067,0.01956614972249704,4135.35009765625
2023-04-28,1,0.4643583389368119,0,0,103138.05775294367,0.008253202753460531,4169.47998046875
2023-05-01,-1,0.4963855472940362,0,0,103098.23547945784,-0.0003861064902076494,4167.8701171875
2023-05-02,1,0.407963060147956,0,0,101903.71221491393,-0.011586262936400304,4119.580078125
2023-05-03,1,0.6984600215037833,1,1,101190.558949613,-0.006998305064656485,4090.75
2023-05-04,1,0.5003161875172605,1,1,100460.09138978919,-0.007218732334382527,4061.219970703125
2023-05-05,1,0.47358256498870066,0,0,102316.06660278354,0.018474751389515376,4136.25
2023-05-08,-1,0.58928225952495,0,0,102362.32662930788,0.00045212866424915177,4138.1201171875
2023-05-09,-1,0.4026925614881949,0,0,101893.56641275193,-0.004579421277258633,4119.169921875
2023-05-10,1,0.5392392421965885,0,0,102350.45362511116,0.004483965263404999,4137.64013671875
2023-05-11,-1,0.3583862775049683,0,0,102176.80338977427,-0.0016966239932157956,4130.6201171875
2023-05-12,1,0.5072335806778199,0,0,102015.0261586341,-0.0015833068345566526,4124.080078125
2023-05-15,1,0.48447846056375604,0,0,102316.80338127387,0.0029581644391338813,4136.27978515625
2023-05-16,1,0.4947143692642036,0,0,101664.25920555496,-0.00637768337315292,4109.89990234375
2023-05-17,1,0.6726483558590082,0,0,102873.13153315656,0.011890829058788244,4158.77001953125
2023-05-18,-1,0.35638372078011893,0,0,103844.7732652061,0.009445048649426635,4198.0498046875
2023-05-19,1,0.3514907815162927,0,0,103694.62747154449,-0.0014458676054706077,4191.97998046875
2023-05-22,-1,0.40498950110195725,0,0,103710.70373663687,0.00015503469643873835,4192.6298828125
2023-05-23,0,0.35989719509649354,0,0,102546.85944529709,-0.011222026747550129,4145.580078125
2023-05-24,1,0.6173642372219579,0,0,101796.3599653713,-0.007318600335353365,4115.240234375
2023-05-25,1,0.4719268711240896,0,0,102687.84986034108,0.008757581265902203,4151.27978515625
2023-05-26,-1,0.3500206282061912,0,0,104027.83252421464,0.01304908677799732,4205.4501953125
2023-05-30,-1,0.46667002930760065,0,0,104029.55972624935,1.660326849850513e-05,4205.52001953125
2023-05-31,1,0.34901715780065456,1,1,103394.08223916723,-0.006108624209833935,4179.830078125
2023-06-01,1,0.6449541578340551,1,1,104412.97442128547,0.009854453563032495,4221.02001953125
2023-06-02,1,0.45086067568715515,1,1,105930.55693633755,0.014534424705965554,4282.3701171875
2023-06-05,1,0.355681076647653,1,1,105718.31641777736,-0.0020035816359178504,4273.7900390625
2023-06-06,0,0.4149469488614961,1,1,105967.16637247209,0.0023538963079143826,4283.85009765625
2023-06-07,1,0.39958226396301166,1,1,105563.21850639384,-0.0038120096998571773,4267.52001953125
2023-06-08,1,0.36050545170521425,1,1,106216.511538939,0.0061886426142414575,4293.93017578125
2023-06-09,1,0.35718737178057625,1,1,106338.45441825743,0.001148059539441082,4298.85986328125
2023-06-12,-1,0.3667267701181183,1,1,107329.65097614063,0.009321148810237156,4338.93017578125
2023-06-13,1,0.39443700025663586,1,1,108073.71270302791,0.006932489951473775,4369.009765625
2023-06-14,1,0.47040871118006466,1,1,108162.27106189904,0.0008194255259321714,4372.58984375
2023-06-15,1,0.510812022461564,1,1,109479.48606258763,0.01217813742034668,4425.83984375
2023-06-16,1,0.45232426167663337,1,1,109077.51904359815,-0.0036716195284264286,4409.58984375
2023-06-20,1,0.4612849024005831,1,1,108561.02524353721,-0.0047351076976227535,4388.7099609375
2023-06-21,1,0.40974706020876817,1,1,107991.5920971953,-0.005245281583003525,4365.68994140625
2023-06-22,-1,0.38772345495215155,1,1,108392.32712592225,0.003710798414438443,4381.89013671875
2023-06-23,-1,0.48367236949470527,1,1,107562.1710206889,-0.007658808766684566,4348.330078125
2023-06-26,1,0.47488378765191064,0,0,107079.55695284747,-0.004486838293256468,4328.81982421875
2023-06-27,1,0.44349321030910643,0,0,108306.24482591209,0.011455854954693034,4378.41015625
2023-06-28,1,0.3980342404738254,0,0,108267.89610940694,-0.00035407668843834283,4376.85986328125
2023-06-29,1,0.4461766405338117,-1,-1,108752.23737928308,0.004473544672805918,4396.43994140625
2023-06-30,1,0.45309194285936033,-1,-1,108752.23737928308,0.0,4450.3798828125
2023-07-03,1,0.42790977618206805,1,1,108752.23737928308,0.0,4455.58984375
2023-07-05,-1,0.40822634956183057,1,1,108538.17834796956,-0.0019683184132291975,4446.81982421875
2023-07-06,1,0.4123149530885329,0,0,107678.2833995646,-0.007922511336500904,4411.58984375
2023-07-07,1,0.6135808111647517,0,0,107369.7742917988,-0.0028651005386203243,4398.9501953125
2023-07-10,1,0.46555313649325175,0,0,107628.0013967189,0.002405026057131332,4409.52978515625
2023-07-11,1,0.4142017288774914,0,0,108353.65209765904,0.0067422110558885695,4439.259765625
2023-07-12,1,0.42308058685246674,-1,-1,109156.6863123411,0.007411233485312474,4472.16015625
2023-07-13,0,0.45960026738956167,1,1,109156.6863123411,0.0,4510.0400390625
2023-07-14,0,0.4735788081587717,1,1,109044.86542423496,-0.0010244071333035398,4505.419921875
2023-07-17,0,0.45813391924588687,1,1,109465.27509169297,0.0038553825145495324,4522.7900390625
2023-07-18,0,0.515604195638162,1,1,110244.36958000378,0.007117275205842377,4554.97998046875
2023-07-19,-1,0.37280447527395966,1,1,110504.31591849274,0.002357910335732072,4565.72021484375
2023-07-20,-1,0.3475213442040715,1,1,109757.64972409053,-0.006756896218903741,4534.8701171875
2023-07-21,1,0.3913136875121077,1,1,109793.22157710252,0.0003240945218980773,4536.33984375
2023-07-24,-1,0.4188497735323027,1,1,110236.14432761296,0.004034153877153335,4554.64013671875
2023-07-25,0,0.43461870722061424,1,1,110546.42306543018,0.002814673351556163,4567.4599609375
2023-07-26,0,0.43163163634014967,1,1,110529.23985138386,-0.00015543889679858758,4566.75
2023-07-27,0,0.4370985912605301,0,0,109819.12639497704,-0.006424666064487772,4537.41015625
2023-07-28,1,0.5344080937403075,-1,-1,110903.90246136366,0.009877842794752345,4582.22998046875
2023-07-31,1,0.35499630285979383,-1,-1,110903.90246136366,0.0,4588.9599609375
2023-08-01,-1,0.39079393037401877,-1,-1,110903.90246136366,0.0,4576.72998046875
2023-08-02,1,0.40156800517571256,0,0,110903.90246136366,0.0,4513.39013671875
2023-08-03,1,0.6834978800707903,0,0,110903.90246136366,0.0,4501.89013671875
2023-08-04,1,0.4864024344069642,0,0,110903.90246136366,0.0,4478.02978515625
2023-08-07,1,0.6943805764890949,0,0,110903.90246136366,0.0,4518.43994140625
2023-08-08,1,0.4635919028765784,1,1,110903.90246136366,0.0,4499.3798828125
2023-08-09,1,0.5120842160147648,1,1,110123.27979378209,-0.007038730380596991,4467.7099609375
2023-08-10,1,0.4790557904190535,1,1,110150.88923564814,0.00025071394456976925,4468.830078125
2023-08-11,1,0.4242633743135942,1,1,110033.0616698815,-0.0010696923700231897,4464.0498046875
2023-08-14,1,0.3881874170145462,1,1,110665.80412289979,0.005750475751703066,4489.72021484375
2023-08-15,1,0.499636728664812,1,1,109387.51344260624,-0.011550909428841627,4437.85986328125
2023-08-16,1,0.506661338130518,1,1,108561.04754744498,-0.007555395210577687,4404.330078125
2023-08-17,1,0.48235542435448364,1,1,107723.72562937038,-0.007712913029036983,4370.35986328125
2023-08-18,1,0.6465706188956962,1,1,107707.70637604705,-0.00014870682600087726,4369.7099609375
2023-08-21,1,0.5066016391383644,1,1,108448.647993135,0.006879188518795987,4399.77001953125
2023-08-22,1,0.4140481265869689,1,1,108147.43548154752,-0.002777466728829503,4387.5498046875
2023-08-23,0,0.46141627077053043,0,0,109341.91092506898,0.011044879965972587,4436.009765625
2023-08-24,0,0.3923409424637546,1,1,107870.39025821943,-0.013457974663146022,4376.31005859375
2023-08-25,1,0.4227358508195621,0,0,108595.05987643951,0.006717966037625089,4405.7099609375
2023-08-28,-1,0.3707460030507296,0,0,109275.36663384082,0.006264619755036449,4433.31005859375
2023-08-29,1,0.42456517528502635,0,0,110860.76722176126,0.01450830719454621,4497.6298828125
2023-08-30,-1,0.4564974558796615,0,0,111285.71673065689,0.003833182103508026,4514.8701171875
2023-08-31,1,0.5029769224529055,0,0,111108.00050633511,-0.0015969365120943602,4507.66015625
2023-09-01,1,0.4355509790945733,0,0,111307.89816106627,0.0017991292600010311,4515.77001953125
2023-09-05,1,0.3667353378279117,0,0,110841.05306928672,-0.004194177587506065,4496.830078125
2023-09-06,1,0.4365714546702604,0,0,110068.31365559452,-0.006971599351452862,4465.47998046875
2023-09-07,1,0.640305188056924,0,0,109714.85502929887,-0.0032112659361861473,4451.14013671875
2023-09-08,1,0.5055094602135538,0,0,109871.37673438518,0.0014266227216406246,4457.490234375
2023-09-11,-1,0.39155851719678203,0,0,110610.09178358072,0.006723453106275201,4487.4599609375
2023-09-12,-1,0.4114713880652255,0,0,109980.06935404181,-0.005695885604828921,4461.89990234375
2023-09-13,1,0.5605563271028161,0,0,110116.62416110905,0.0012416323054647016,4467.43994140625
2023-09-14,-1,0.35885125557017095,0,0,111044.89836871362,0.00842991886716793,4505.10009765625
2023-09-15,0,0.5135908988068232,0,0,109694.63538573524,-0.012159612938677955,4450.31982421875
2023-09-18,1,0.5832959241567355,0,0,109773.75677668006,0.0007212876971294246,4453.52978515625
2023-09-19,-1,0.43148444748032283,0,0,109537.63226056407,-0.002151010615372817,4443.9501953125
2023-09-20,1,0.39292181231502576,0,0,108508.54868719226,-0.0093947947580596,4402.2001953125
2023-09-21,1,0.43231190862627245,0,0,106728.90713053764,-0.01640093410321941,4330.0
2023-09-22,1,0.6418775674632349,0,0,106483.9004138562,-0.002295598477193961,4320.06005859375
2023-09-25,1,0.44599658155695165,1,1,106912.2920763585,0.0040230650909416354,4337.43994140625
2023-09-26,1,0.5980949017156347,1,1,105336.98927471777,-0.014734533990868215,4273.52978515625
2023-09-27,1,0.7725809385924928,1,1,105361.14452747503,0.00022931406074522265,4274.509765625
2023-09-28,1,0.4748692533189771,1,1,105982.05608190817,0.005893173970516585,4299.7001953125
